Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G,opp_S,opp_S/A,opp_S/G,opp_S%
Premier,RSC014124,Ruin5terr,"Leviathans
Double Mint
Cerberus","Mythical
Minty Fresh
Pawverse","Solar
Lunar
Solar","N/A
N/A
N/A",46.00,280,18,15.56,0.504,0.556,10,8,2,5790,3070,2720,10,14,20,37,0.270,348.29,184.67,163.62,0.60,0.84,1.20,2.23,321.67,170.56,151.11,0.56,0.78,1.11,2.06,40,39,2.41,2.35,2.22,2.17,146,8.78,8.11,0.27
Premier,RSC014135,beryy,Leviathans,Mythical,Solar,N/A,45.51,593,36,16.47,0.502,0.472,17,19,3,13147,7800,5347,34,15,54,95,0.358,373.41,221.54,151.87,0.97,0.43,1.53,2.70,365.19,216.67,148.53,0.94,0.42,1.50,2.64,87,86,2.47,2.44,2.42,2.39,294,8.35,8.17,0.29
Premier,RSC003749,Rule,Jokers,The Casino,Lunar,N/A,45.23,698,42,16.62,0.475,0.405,17,25,3,15792,9360,6432,33,18,81,111,0.297,381.07,225.86,155.21,0.80,0.43,1.95,2.68,376.00,222.86,153.14,0.79,0.43,1.93,2.64,95,114,2.29,2.75,2.26,2.71,374,9.02,8.90,0.30
Premier,RSC000278,Tinsel,Double Mint,Minty Fresh,Lunar,N/A,44.36,310,18,17.22,0.432,0.278,5,13,2,6797,3970,2827,16,9,29,47,0.340,369.30,215.70,153.60,0.87,0.49,1.58,2.55,377.61,220.56,157.06,0.89,0.50,1.61,2.61,37,55,2.01,2.99,2.06,3.06,185,10.05,10.28,0.30
Premier,RSC007558,Frijole,Long Beards,Dwarf Haven,Lunar,N/A,44.09,261,16,16.31,0.556,0.563,9,7,0,5151,3060,2091,12,12,18,36,0.333,332.41,197.47,134.94,0.77,0.77,1.16,2.32,321.94,191.25,130.69,0.75,0.75,1.13,2.25,49,36,3.16,2.32,3.06,2.25,125,8.07,7.81,0.29
Premier,RSC002125,Neoblastz,Valkyries,Mach Velocity,Lunar,N/A,41.68,800,46,17.39,0.514,0.565,26,20,4,15958,9390,6568,35,28,64,129,0.271,335.98,197.69,138.28,0.74,0.59,1.35,2.72,346.91,204.13,142.78,0.76,0.61,1.39,2.80,130,117,2.74,2.46,2.83,2.54,384,8.08,8.35,0.30
Premier,RSC000381,Noriko,Valkyries,Mach Velocity,Lunar,N/A,40.22,379,22,17.23,0.486,0.455,10,12,3,7734,4220,3514,14,15,31,52,0.269,343.70,187.54,156.16,0.62,0.67,1.38,2.31,351.55,191.82,159.73,0.64,0.68,1.41,2.36,54,59,2.40,2.62,2.45,2.68,187,8.31,8.50,0.32
Premier,RSC006889,Jay,Leviathans,Mythical,Solar,N/A,39.40,562,33,17.03,0.456,0.333,11,22,1,11462,6330,5132,22,18,47,88,0.250,343.51,189.71,153.80,0.66,0.54,1.41,2.64,347.33,191.82,155.52,0.67,0.55,1.42,2.67,67,91,2.01,2.73,2.03,2.76,288,8.63,8.73,0.32
Premier,RSC006087,DoorTK,Capybaras,The Jungle,Solar,N/A,38.90,743,45,16.51,0.507,0.489,22,23,1,14938,8990,5948,36,25,62,104,0.346,338.63,203.79,134.83,0.82,0.57,1.41,2.36,331.96,199.78,132.18,0.80,0.56,1.38,2.31,115,109,2.61,2.47,2.56,2.42,368,8.34,8.18,0.30
Premier,RSC003008,GeneralZippy,Super Clusters,The Cosmos,Solar,N/A,36.44,948,55,17.24,0.481,0.436,24,31,4,17805,9620,8185,35,31,59,162,0.216,316.34,170.92,145.42,0.62,0.55,1.05,2.88,323.73,174.91,148.82,0.64,0.56,1.07,2.95,123,144,2.19,2.56,2.24,2.62,446,7.92,8.11,0.32
Premier,RSC007924,Kaorix,Cerberus,Pawverse,Solar,N/A,35.93,226,14,16.14,0.438,0.214,3,11,0,5093,2850,2243,8,5,30,30,0.267,379.56,212.40,167.16,0.60,0.37,2.24,2.24,363.79,203.57,160.21,0.57,0.36,2.14,2.14,24,34,1.79,2.53,1.71,2.43,132,9.84,9.43,0.26
Premier,RSC000996,GreenSleeves,Super Clusters,The Cosmos,Solar,N/A,35.69,589,34,17.32,0.498,0.500,17,17,3,11198,6950,4248,30,16,44,95,0.316,320.22,198.74,121.48,0.86,0.46,1.26,2.72,329.35,204.41,124.94,0.88,0.47,1.29,2.79,89,90,2.55,2.57,2.62,2.65,267,7.64,7.85,0.34
Premier,RSC008174,DJ,Capybaras,The Jungle,Solar,N/A,31.31,549,31,17.71,0.504,0.581,18,13,2,9671,5580,4091,22,23,31,68,0.324,296.70,171.19,125.51,0.67,0.71,0.95,2.09,311.97,180.00,131.97,0.71,0.74,1.00,2.19,76,74,2.33,2.27,2.45,2.39,266,8.16,8.58,0.28
Premier,RSC005524,RaunchyRomanian,Cerberus,Pawverse,Solar,N/A,29.43,457,28,16.32,0.463,0.321,9,19,4,8979,5080,3899,18,11,42,63,0.286,330.93,187.23,143.70,0.66,0.41,1.55,2.32,320.68,181.43,139.25,0.64,0.39,1.50,2.25,52,67,1.92,2.47,1.86,2.39,260,9.58,9.29,0.26
Premier,RSC004580,Static,Cerberus,Pawverse,Solar,N/A,29.02,575,34,16.91,0.463,0.294,10,24,1,10579,6040,4539,20,21,46,69,0.290,309.88,176.92,132.96,0.59,0.62,1.35,2.02,311.15,177.65,133.50,0.59,0.62,1.35,2.03,75,97,2.20,2.84,2.21,2.85,328,9.61,9.65,0.30
Premier,RSC000931,Danger,Double Mint,Minty Fresh,Lunar,N/A,27.78,123,8,15.38,0.363,0.125,1,7,1,2550,1220,1330,7,0,6,22,0.318,349.18,167.06,182.12,0.96,0.00,0.82,3.01,318.75,152.50,166.25,0.88,0.00,0.75,2.75,12,23,1.64,3.15,1.50,2.88,61,8.35,7.63,0.38
Premier,RSC004215,Tsheg,Double Mint,Minty Fresh,Lunar,N/A,26.77,63,4,15.75,0.329,0.000,0,4,0,1334,770,564,3,1,7,7,0.429,356.64,205.86,150.78,0.80,0.27,1.87,1.87,333.50,192.50,141.00,0.75,0.25,1.75,1.75,8,15,2.14,4.01,2.00,3.75,46,12.30,11.50,0.33
Premier,RSC006952,nave,"Capybaras
Double Mint","The Jungle
Minty Fresh","Solar
Lunar","N/A
N/A",26.68,461,26,17.73,0.463,0.385,10,16,1,8527,4600,3927,15,14,36,60,0.250,311.54,168.06,143.48,0.55,0.51,1.32,2.19,327.96,176.92,151.04,0.58,0.54,1.38,2.31,55,70,2.01,2.56,2.12,2.69,253,9.24,9.73,0.28
Premier,RSC004208,Super,Capybaras,The Jungle,Solar,N/A,26.55,696,41,16.98,0.505,0.463,19,22,3,12083,7010,5073,27,22,45,96,0.281,292.40,169.64,122.76,0.65,0.53,1.09,2.32,294.71,170.98,123.73,0.66,0.54,1.10,2.34,103,99,2.49,2.40,2.51,2.41,349,8.45,8.51,0.28
Premier,RSC007893,solar722,"Lords
Double Mint","The King's Court
Minty Fresh","Lunar
Lunar","N/A
N/A",24.97,147,9,16.33,0.408,0.333,3,6,1,2555,1300,1255,4,5,9,20,0.200,292.75,148.95,143.80,0.46,0.57,1.03,2.29,283.89,144.44,139.44,0.44,0.56,1.00,2.22,16,25,1.83,2.86,1.78,2.78,75,8.59,8.33,0.33
Premier,RSC004132,RobFromRSC,Super Clusters,The Cosmos,Solar,N/A,19.04,200,11,18.18,0.383,0.091,1,10,0,3779,1900,1879,6,5,17,20,0.300,318.25,160.01,158.24,0.51,0.42,1.43,1.68,343.55,172.73,170.82,0.55,0.45,1.55,1.82,17,32,1.43,2.69,1.55,2.91,96,8.08,8.73,0.33
Premier,RSC012372,Icyissad,Super Clusters,The Cosmos,Solar,N/A,17.23,62,4,15.50,0.337,0.000,0,4,0,1229,650,579,3,1,5,5,0.600,333.87,176.58,157.29,0.81,0.27,1.36,1.36,307.25,162.50,144.75,0.75,0.25,1.25,1.25,7,13,1.90,3.53,1.75,3.25,44,11.95,11.00,0.30
Premier,RSC013858,Dyloh(?),Super Clusters,The Cosmos,Solar,N/A,16.65,111,4,27.75,0.422,0.250,1,3,1,1822,1040,782,3,3,9,14,0.214,276.47,157.81,118.66,0.46,0.46,1.37,2.12,455.50,260.00,195.50,0.75,0.75,2.25,3.50,7,10,1.06,1.52,1.75,2.50,35,5.31,8.75,0.29
Premier,RSC000657,Saucey,Jokers,The Casino,Lunar,N/A,14.03,583,36,16.19,0.457,0.389,14,22,2,9196,4770,4426,12,20,39,62,0.194,265.67,137.81,127.87,0.35,0.58,1.13,1.79,255.44,132.50,122.94,0.33,0.56,1.08,1.72,81,109,2.34,3.15,2.25,3.03,319,9.22,8.86,0.34
Premier,RSC000626,Canadian Things,Double Mint,Minty Fresh,Lunar,N/A,11.27,59,4,14.75,0.308,0.250,1,3,0,979,400,579,1,2,3,5,0.200,279.48,114.19,165.29,0.29,0.57,0.86,1.43,244.75,100.00,144.75,0.25,0.50,0.75,1.25,8,16,2.28,4.57,2.00,4.00,36,10.28,9.00,0.44
Premier,RSC000618,Taelo,Leviathans,Mythical,Solar,N/A,10.33,62,4,15.50,0.342,0.000,0,4,0,1020,440,580,1,1,4,9,0.111,277.09,119.53,157.56,0.27,0.27,1.09,2.44,255.00,110.00,145.00,0.25,0.25,1.00,2.25,4,8,1.09,2.17,1.00,2.00,32,8.69,8.00,0.25
Master,RSC014219,oC_Assassian,Nue,The Shrine,N/A,N/A,120.11,65,4,16.25,0.852,1.000,4,0,0,1818,1200,618,6,6,3,15,0.400,443.68,292.86,150.82,1.46,1.46,0.73,3.66,454.50,300.00,154.50,1.50,1.50,0.75,3.75,16,3,3.90,0.73,4.00,0.75,26,6.35,6.50,0.12
Master,RSC007414,EliTW22Playz,Andromeda,The Cosmos,N/A,N/A,95.00,863,56,15.41,0.547,0.643,36,20,12,23916,13990,9926,61,49,73,179,0.341,439.61,257.15,182.45,1.12,0.90,1.34,3.29,427.07,249.82,177.25,1.09,0.88,1.30,3.20,165,113,3.03,2.08,2.95,2.02,366,6.73,6.54,0.31
Master,RSC008155,Stormy Wormy.,"Glacier Mint
Imperatores","Minty Fresh
The Sovereign","N/A
N/A","N/A
N/A",90.00,132,8,16.50,0.682,0.750,6,2,2,3364,2080,1284,7,10,12,28,0.250,404.27,249.96,154.30,0.84,1.20,1.44,3.36,420.50,260.00,160.50,0.88,1.25,1.50,3.50,25,10,3.00,1.20,3.13,1.25,62,7.45,7.75,0.16
Master,RSC001177,Calster,Olympic Knights,The Rising,N/A,N/A,88.43,816,54,15.11,0.533,0.611,33,21,19,22464,12950,9514,59,32,74,175,0.337,436.70,251.75,184.95,1.15,0.62,1.44,3.40,416.00,239.81,176.19,1.09,0.59,1.37,3.24,146,112,2.84,2.18,2.70,2.07,374,7.27,6.93,0.30
Master,RSC013858,Dyloh(?),Andromeda,The Cosmos,N/A,N/A,86.79,881,56,15.73,0.553,0.661,37,19,17,24109,13820,10289,63,38,77,177,0.356,434.10,248.84,185.26,1.13,0.68,1.39,3.19,430.52,246.79,183.73,1.13,0.68,1.38,3.16,166,108,2.99,1.94,2.96,1.93,365,6.57,6.52,0.30
Master,RSC006327,Zippy,Helicoprions,Shark Attack,N/A,N/A,80.50,987,60,16.45,0.535,0.617,37,23,20,25527,14870,10657,59,41,95,217,0.272,410.27,238.99,171.28,0.95,0.66,1.53,3.49,425.45,247.83,177.62,0.98,0.68,1.58,3.62,156,116,2.51,1.86,2.60,1.93,416,6.69,6.93,0.28
Master,RSC007098,mxg,"Reapers
Olympic Knights","Mythical
The Rising","N/A
N/A","N/A
N/A",79.01,555,36,15.42,0.561,0.667,24,12,5,14323,8020,6303,35,28,42,102,0.343,409.38,229.23,180.15,1.00,0.80,1.20,2.92,397.86,222.78,175.08,0.97,0.78,1.17,2.83,105,68,3.00,1.94,2.92,1.89,250,7.15,6.94,0.27
Master,RSC014178,Fl1ppah,Imperatores,The Sovereign,N/A,N/A,75.41,596,37,16.11,0.560,0.595,22,15,11,15108,8510,6598,36,26,49,116,0.310,402.11,226.50,175.61,0.96,0.69,1.30,3.09,408.32,230.00,178.32,0.97,0.70,1.32,3.14,96,61,2.56,1.62,2.59,1.65,252,6.71,6.81,0.24
Master,RSC007642,Luminati,Imperatores,The Sovereign,N/A,N/A,75.33,281,18,15.61,0.590,0.722,13,5,3,7187,4490,2697,15,17,33,49,0.306,405.72,253.47,152.25,0.85,0.96,1.86,2.77,399.28,249.44,149.83,0.83,0.94,1.83,2.72,50,29,2.82,1.64,2.78,1.61,122,6.89,6.78,0.24
Master,RSC007846,Lovegreyhounds,Reapers,Mythical,N/A,N/A,74.87,9,1,9.00,0.246,0.000,0,1,0,264,110,154,1,0,0,1,1.000,465.32,193.88,271.43,1.76,0.00,0.00,1.76,264.00,110.00,154.00,1.00,0.00,0.00,1.00,1,2,1.76,3.53,1.00,2.00,4,7.05,4.00,0.50
Master,RSC004918,Nezitic,Battle Masters,Dwarf Haven,N/A,N/A,72.81,948,56,16.93,0.543,0.607,34,22,9,21966,13190,8776,65,40,52,209,0.311,367.56,220.71,146.85,1.09,0.67,0.87,3.50,392.25,235.54,156.71,1.16,0.71,0.93,3.73,161,113,2.69,1.89,2.88,2.02,401,6.71,7.16,0.28
Master,RSC005499,R0cket,Lemurs,The Jungle,N/A,N/A,72.72,683,42,16.26,0.497,0.429,18,24,12,18272,10470,7802,39,25,82,122,0.320,424.38,243.17,181.21,0.91,0.58,1.90,2.83,435.05,249.29,185.76,0.93,0.60,1.95,2.90,87,89,2.02,2.07,2.07,2.12,351,8.15,8.36,0.25
Master,RSC002657,Savage,Nightmare,The Shadows,N/A,N/A,69.46,69,4,17.25,0.448,0.250,1,3,1,1688,1080,608,3,4,9,13,0.231,388.07,248.29,139.78,0.69,0.92,2.07,2.99,422.00,270.00,152.00,0.75,1.00,2.25,3.25,9,11,2.07,2.53,2.25,2.75,41,9.43,10.25,0.27
Master,RSC007494,C-Loupe,Battle Masters,Dwarf Haven,N/A,N/A,67.94,867,52,16.67,0.555,0.635,33,19,10,19833,12080,7753,51,39,64,183,0.279,362.87,221.02,141.85,0.93,0.71,1.17,3.35,381.40,232.31,149.10,0.98,0.75,1.23,3.52,158,102,2.89,1.87,3.04,1.96,366,6.70,7.04,0.28
Master,RSC003178,King of Darkness SNACK!,"Reapers
Eastern Brown
Lemurs","Mythical
Venom Lab
The Jungle","N/A
N/A
N/A","N/A
N/A
N/A",67.87,175,11,15.91,0.522,0.455,5,6,2,4304,2530,1774,13,3,14,38,0.342,390.14,229.33,160.81,1.18,0.27,1.27,3.44,391.27,230.00,161.27,1.18,0.27,1.27,3.45,29,26,2.63,2.36,2.64,2.36,81,7.34,7.36,0.32
Master,RSC014041,doggo,Imperatores,The Sovereign,N/A,N/A,67.14,784,50,15.68,0.567,0.680,34,16,8,18122,10010,8112,38,38,55,156,0.244,366.67,202.54,164.13,0.77,0.77,1.11,3.16,362.44,200.20,162.24,0.76,0.76,1.10,3.12,135,78,2.73,1.58,2.70,1.56,328,6.64,6.56,0.24
Master,RSC008198,Taiyo,Reapers,Mythical,N/A,N/A,66.77,755,48,15.73,0.507,0.500,24,24,6,18696,10340,8356,39,36,68,124,0.315,392.82,217.25,175.57,0.82,0.76,1.43,2.61,389.50,215.42,174.08,0.81,0.75,1.42,2.58,117,111,2.46,2.33,2.44,2.31,390,8.19,8.13,0.28
