Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Sort(s),,,Nahzey,Veteran,Dog Fighters,Remove Before Flight,Lunar,72.4,806,53,0.702,0.642,34,19,20541,12690,7851,60,34,70,149,40.3%,402.0,248.4,153.7,1.17,0.67,1.37,2.92,387.6,239.4,148.1,1.13,0.64,1.32,2.81,148,85,2.90,1.66,2.79,1.60
Stat,Order,,13,Veteran,Repossessed,The Hood,Lunar,71.3,643,42,0.681,0.667,28,14,15372,8900,6472,41,36,37,115,35.7%,377.1,218.3,158.8,1.01,0.88,0.91,2.82,366.0,211.9,154.1,0.98,0.86,0.88,2.74,116,71,2.85,1.74,2.76,1.69
Name,Desc,,Captain Daddy,Veteran,Repossessed,The Hood,Lunar,71.0,781,52,0.654,0.615,32,20,19732,11330,8402,42,40,76,133,31.6%,398.6,228.9,169.7,0.85,0.81,1.54,2.69,379.5,217.9,161.6,0.81,0.77,1.46,2.56,132,87,2.67,1.76,2.54,1.67
Conference,Desc,,PackRL,Veteran,Legati,The Sovereign,Lunar,70.3,708,43,0.621,0.674,29,14,18230,11440,6790,47,25,82,139,33.8%,406.2,254.9,151.3,1.05,0.56,1.83,3.10,424.0,266.0,157.9,1.09,0.58,1.91,3.23,132,97,2.94,2.16,3.07,2.26
TS,Desc,,Dub_Dill,Veteran,Legati,The Sovereign,Lunar,68.2,681,43,0.659,0.698,30,13,16278,9850,6428,43,38,50,115,37.4%,377.1,228.2,148.9,1.00,0.88,1.16,2.66,378.6,229.1,149.5,1.00,0.88,1.16,2.67,141,94,3.27,2.18,3.28,2.19
,,,Percussive3260,Veteran,Dread,The Shadows,Lunar,67.9,871,60,0.465,0.467,28,32,21664,11940,9724,44,36,82,164,26.8%,392.4,216.3,176.1,0.80,0.65,1.49,2.97,361.1,199.0,162.1,0.73,0.60,1.37,2.73,114,125,2.06,2.26,1.90,2.08
,,,Killer,Veteran,Makos,Shark Attack,Solar,67.8,946,60,0.528,0.583,35,25,23456,13120,10336,43,42,99,177,24.3%,391.1,218.8,172.4,0.72,0.70,1.65,2.95,390.9,218.7,172.3,0.72,0.70,1.65,2.95,142,132,2.37,2.20,2.37,2.20
,,,Stemantics,Veteran,Legati,The Sovereign,Lunar,67.0,983,60,0.568,0.633,38,22,23962,14300,9662,66,40,77,185,35.7%,384.5,229.5,155.1,1.06,0.64,1.24,2.97,399.4,238.3,161.0,1.10,0.67,1.28,3.08,180,152,2.89,2.44,3.00,2.53
,,,depressed vibez,Veteran,Penguins,Flightless Fowl,Solar,66.4,535,36,0.590,0.639,23,13,12586,7470,5116,30,28,42,97,30.9%,371.1,220.3,150.9,0.88,0.83,1.24,2.86,349.6,207.5,142.1,0.83,0.78,1.17,2.69,92,73,2.71,2.15,2.56,2.03
,,,nuummite,Veteran,Paradox Paloma,5 O'clock Nowhere,Solar,66.3,1080,64,0.555,0.594,38,26,25418,14850,10568,68,42,74,225,30.2%,371.3,216.9,154.4,0.99,0.61,1.08,3.29,397.2,232.0,165.1,1.06,0.66,1.16,3.52,164,142,2.40,2.07,2.56,2.22
,,,P0pfgf,Veteran,Mosaic Maestros,Art Club,Solar,66.1,950,57,0.542,0.561,32,25,22292,13490,8802,53,44,82,189,28.0%,370.2,224.0,146.2,0.88,0.73,1.36,3.14,391.1,236.7,154.4,0.93,0.77,1.44,3.32,158,142,2.62,2.36,2.77,2.49
,,,Wafe,Veteran,Silver Dollar,Money Makers,Solar,65.8,932,62,0.566,0.532,33,29,23610,12720,10890,50,33,88,167,29.9%,399.6,215.3,184.3,0.85,0.56,1.49,2.83,380.8,205.2,175.6,0.81,0.53,1.42,2.69,145,122,2.45,2.06,2.34,1.97
,,,monster,Veteran,Merciless Mob,The Syndicate,Lunar,62.7,860,58,0.427,0.414,24,34,22293,12140,10153,30,37,120,129,23.3%,408.9,222.7,186.2,0.55,0.68,2.20,2.37,384.4,209.3,175.1,0.52,0.64,2.07,2.22,116,140,2.13,2.57,2.00,2.41
,,,Lovegreyhounds,Veteran,Water,The Elements,Solar,61.8,826,49,0.552,0.551,27,22,20113,11670,8443,48,25,80,162,29.6%,384.1,222.9,161.2,0.92,0.48,1.53,3.09,410.5,238.2,172.3,0.98,0.51,1.63,3.31,125,109,2.39,2.08,2.55,2.22
,,,SirTommyNoble,Veteran,Kirin,The Shrine,Solar,61.5,962,60,0.542,0.500,30,30,22548,12730,9818,49,41,80,178,27.5%,369.7,208.7,161.0,0.80,0.67,1.31,2.92,375.8,212.2,163.6,0.82,0.68,1.33,2.97,157,141,2.57,2.31,2.62,2.35
,,,.S,Veteran,"Folks
Slots","The Pit
Never Lucky",Lunar,61.1,967,60,0.510,0.517,31,29,22627,12520,10107,58,36,62,182,31.9%,369.1,204.2,164.9,0.95,0.59,1.01,2.97,377.1,208.7,168.5,0.97,0.60,1.03,3.03,157,153,2.56,2.50,2.62,2.55
,,,CKNFanboy67,Veteran,Makos,Shark Attack,Solar,60.9,1000,62,0.542,0.613,38,24,23883,14820,9063,64,36,95,187,34.2%,376.8,233.8,143.0,1.01,0.57,1.50,2.95,385.2,239.0,146.2,1.03,0.58,1.53,3.02,156,140,2.46,2.21,2.52,2.26
,,,azurified,Veteran,Banshees,The Monster Mash,Lunar,60.9,937,64,0.500,0.469,30,34,22536,12520,10016,55,28,76,182,30.2%,379.4,210.8,168.6,0.93,0.47,1.28,3.06,352.1,195.6,156.5,0.86,0.44,1.19,2.84,135,135,2.27,2.27,2.11,2.11
,,,Geo,Veteran,Water,The Elements,Solar,60.6,601,38,0.603,0.553,21,17,14517,8370,6147,37,21,51,107,34.6%,381.0,219.7,161.3,0.97,0.55,1.34,2.81,382.0,220.3,161.8,0.97,0.55,1.34,2.82,96,73,2.52,1.92,2.53,1.92
,,,Squashy,Veteran,Rockin Revenants,Ghoul School,Solar,60.3,908,56,0.512,0.500,28,28,21025,12210,8815,44,39,83,171,25.7%,365.3,212.1,153.1,0.76,0.68,1.44,2.97,375.4,218.0,157.4,0.79,0.70,1.48,3.05,134,130,2.33,2.26,2.39,2.32
,,,RSC Raven,Veteran,"Azalea
Slots","Flower Road
Never Lucky",Lunar,60.2,309,19,0.350,0.368,7,12,7454,4320,3134,22,7,23,62,35.5%,380.5,220.5,160.0,1.12,0.36,1.17,3.17,392.3,227.4,164.9,1.16,0.37,1.21,3.26,40,59,2.04,3.01,2.11,3.11
,,,Deso,Veteran,"Kirin
Possessed","The Shrine
Destined",Solar,60.1,681,44,0.489,0.477,21,23,15937,8900,7037,33,30,58,120,27.5%,369.2,206.2,163.0,0.76,0.69,1.34,2.78,362.2,202.3,159.9,0.75,0.68,1.32,2.73,105,108,2.43,2.50,2.39,2.45
,,,Jackowanou,Veteran,Gorillas,The Jungle,Solar,60.0,887,56,0.581,0.536,30,26,20919,11750,9169,44,38,78,155,28.4%,372.0,209.0,163.1,0.78,0.68,1.39,2.76,373.6,209.8,163.7,0.79,0.68,1.39,2.77,149,121,2.65,2.15,2.66,2.16
,,,Dewby,Veteran,Singularity,Event Horizon,Solar,59.9,791,49,0.507,0.490,24,25,18784,11060,7724,45,31,72,141,31.9%,374.6,220.6,154.0,0.90,0.62,1.44,2.81,383.3,225.7,157.6,0.92,0.63,1.47,2.88,113,111,2.25,2.21,2.31,2.27
,,,Hichew.RL,Veteran,Dog Fighters,Remove Before Flight,Lunar,59.9,499,32,0.605,0.594,19,13,11660,6210,5450,15,27,51,81,18.5%,368.6,196.3,172.3,0.47,0.85,1.61,2.56,364.4,194.1,170.3,0.47,0.84,1.59,2.53,78,59,2.47,1.87,2.44,1.84
,,,Tragic,Veteran,Gouda Gangsters,Cheese Guild,Lunar,59.9,740,45,0.497,0.444,20,25,17023,9740,7283,47,30,44,134,35.1%,362.9,207.6,155.3,1.00,0.64,0.94,2.86,378.3,216.4,161.8,1.04,0.67,0.98,2.98,123,124,2.62,2.64,2.73,2.76
,,,Car-.-,Veteran,Supernova,The Cosmos,Solar,59.9,498,32,0.331,0.250,8,24,11867,6050,5817,24,14,39,100,24.0%,375.9,191.6,184.3,0.76,0.44,1.24,3.17,370.8,189.1,181.8,0.75,0.44,1.22,3.13,58,91,1.84,2.88,1.81,2.84
,,,Flurry ^-^,Veteran,Dump Trucks,Road Work Ahead,Lunar,58.9,680,47,0.453,0.383,18,29,16083,9020,7063,40,22,53,127,31.5%,373.1,209.3,163.9,0.93,0.51,1.23,2.95,342.2,191.9,150.3,0.85,0.47,1.13,2.70,93,105,2.16,2.44,1.98,2.23
,,,DribblingPenguin,Veteran,"Blacksmiths
Azalea","Dwarf Haven
Flower Road",Lunar,58.6,963,62,0.455,0.419,26,36,22818,13140,9678,43,42,102,164,26.2%,373.8,215.2,158.5,0.70,0.69,1.67,2.69,368.0,211.9,156.1,0.69,0.68,1.65,2.65,140,157,2.29,2.57,2.26,2.53
,,,Dom,Veteran,Kirin,The Shrine,Solar,58.6,486,29,0.527,0.483,14,15,12219,7060,5159,28,20,52,66,42.4%,396.6,229.2,167.5,0.91,0.65,1.69,2.14,421.3,243.4,177.9,0.97,0.69,1.79,2.28,74,69,2.40,2.24,2.55,2.38
,,,Jay_Kay99,Veteran,Blacksmiths,Dwarf Haven,Solar,58.0,896,56,0.494,0.500,28,28,21158,12510,8648,55,33,76,156,35.3%,372.5,220.3,152.3,0.97,0.58,1.34,2.75,377.8,223.4,154.4,0.98,0.59,1.36,2.79,137,139,2.41,2.45,2.45,2.48
,,,iProfessorEx,Veteran,Repossessed,The Hood,Lunar,57.9,594,40,0.520,0.525,21,19,14861,8070,6791,28,15,69,107,26.2%,394.7,214.3,180.4,0.74,0.40,1.83,2.84,371.5,201.8,169.8,0.70,0.38,1.73,2.68,76,72,2.02,1.91,1.90,1.80
,,,DeathFletch,Veteran,Azalea,Flower Road,Lunar,57.5,621,42,0.621,0.595,25,17,14285,8020,6265,34,26,45,107,31.8%,362.9,203.7,159.1,0.86,0.66,1.14,2.72,340.1,191.0,149.2,0.81,0.62,1.07,2.55,112,82,2.85,2.08,2.67,1.95
,,,Kanye_West_ 2028,Veteran,Rulers,Monarchy,Lunar,57.5,1015,63,0.457,0.476,30,33,25588,14660,10928,46,38,133,151,30.5%,397.7,227.8,169.8,0.71,0.59,2.07,2.35,406.2,232.7,173.5,0.73,0.60,2.11,2.40,134,150,2.08,2.33,2.13,2.38
,,,Yami ^^,Veteran,Typhoons,Storm,Solar,57.4,939,63,0.637,0.683,43,20,21707,12780,8927,53,33,81,178,29.8%,364.7,214.7,150.0,0.89,0.55,1.36,2.99,344.6,202.9,141.7,0.84,0.52,1.29,2.83,152,105,2.55,1.76,2.41,1.67
,,,galacticcccc,Veteran,Rockin Revenants,Ghoul School,Solar,57.0,89,5,0.559,0.600,3,2,1960,1130,830,6,3,4,18,33.3%,347.4,200.3,147.1,1.06,0.53,0.71,3.19,392.0,226.0,166.0,1.20,0.60,0.80,3.60,14,12,2.48,2.13,2.80,2.40
,,,crackdragon,Veteran,Grizzly Bears,The Bear Den,Lunar,57.0,579,36,0.526,0.528,19,17,13614,7730,5884,30,19,54,108,27.8%,370.9,210.6,160.3,0.82,0.52,1.47,2.94,378.2,214.7,163.4,0.83,0.53,1.50,3.00,93,87,2.53,2.37,2.58,2.42
,,,ttv. blestbb,Veteran,Gouda Gangsters,Cheese Guild,Lunar,56.4,642,42,0.452,0.429,18,24,14715,8110,6605,28,26,57,116,24.1%,361.6,199.3,162.3,0.69,0.64,1.40,2.85,350.4,193.1,157.3,0.67,0.62,1.36,2.76,93,105,2.29,2.58,2.21,2.50
,,,BawaRL,Veteran,"Slots
Silver Dollar","Never Lucky
Money Makers",Lunar,56.1,677,40,0.410,0.450,18,22,15362,9210,6152,34,31,62,116,29.3%,358.0,214.6,143.4,0.79,0.72,1.44,2.70,384.1,230.3,153.8,0.85,0.78,1.55,2.90,92,116,2.14,2.70,2.30,2.90
,,,Light_Lawyer,Veteran,Rulers,Monarchy,Lunar,56.0,70,4,0.537,0.500,2,2,1695,1060,635,6,2,5,11,54.5%,382.0,238.9,143.1,1.35,0.45,1.13,2.48,423.8,265.0,158.8,1.50,0.50,1.25,2.75,11,10,2.48,2.25,2.75,2.50
,,,DenZ,Veteran,Grizzly Bears,The Bear Den,Lunar,55.9,859,54,0.463,0.481,26,28,19764,11800,7964,51,31,72,155,32.9%,363.0,216.7,146.3,0.94,0.57,1.32,2.85,366.0,218.5,147.5,0.94,0.57,1.33,2.87,118,130,2.17,2.39,2.19,2.41
,,,Defiance,Veteran,"Paradox Paloma
Silver Dollar","5 O'clock Nowhere
Money Makers",Solar,55.5,161,9,0.413,0.333,3,6,3452,2010,1442,6,8,14,31,19.4%,338.2,196.9,141.3,0.59,0.78,1.37,3.04,383.6,223.3,160.2,0.67,0.89,1.56,3.44,19,24,1.86,2.35,2.11,2.67
,,,Panick,Veteran,Repossessed,The Hood,Lunar,55.3,880,58,0.656,0.621,36,22,19266,10900,8366,45,37,58,165,27.3%,345.4,195.4,150.0,0.81,0.66,1.04,2.96,332.2,187.9,144.2,0.78,0.64,1.00,2.84,144,94,2.58,1.69,2.48,1.62
,,,archhie.,Veteran,"Peppermint
Giraffes","Minty Fresh
Safari",Lunar,55.1,112,8,0.351,0.375,3,5,2914,1560,1354,5,3,15,16,31.3%,410.4,219.7,190.7,0.70,0.42,2.11,2.25,364.3,195.0,169.3,0.63,0.38,1.88,2.00,15,22,2.11,3.10,1.88,2.75
,,,Hawkish,Veteran,Werewolves,The Forest,Solar,54.6,803,48,0.360,0.396,19,29,18232,10680,7552,46,26,65,153,30.1%,358.2,209.8,148.4,0.90,0.51,1.28,3.01,379.8,222.5,157.3,0.96,0.54,1.35,3.19,102,147,2.00,2.89,2.13,3.06
,,,jknop2,Veteran,Singularity,Event Horizon,Solar,53.8,958,60,0.529,0.533,32,28,22796,12500,10296,39,41,103,140,27.9%,375.4,205.8,169.5,0.64,0.68,1.70,2.31,379.9,208.3,171.6,0.65,0.68,1.72,2.33,135,125,2.22,2.06,2.25,2.08
,,,Crazics,Veteran,Gouda Gangsters,Cheese Guild,Lunar,53.3,836,54,0.435,0.444,24,30,18731,11080,7651,41,32,77,153,26.8%,353.4,209.1,144.4,0.77,0.60,1.45,2.89,346.9,205.2,141.7,0.76,0.59,1.43,2.83,116,137,2.19,2.59,2.15,2.54
,,,PoiisonDeath,Veteran,"Silver Dollar
Azalea","Money Makers
Flower Road",Solar,53.3,368,24,0.550,0.417,10,14,8297,4530,3767,19,16,25,58,32.8%,355.7,194.2,161.5,0.81,0.69,1.07,2.49,345.7,188.8,157.0,0.79,0.67,1.04,2.42,58,51,2.49,2.19,2.42,2.13
,,,bev,Veteran,Dread,The Shadows,Lunar,52.9,652,44,0.513,0.545,24,20,15485,8480,7005,30,21,67,108,27.8%,374.7,205.2,169.5,0.73,0.51,1.62,2.61,351.9,192.7,159.2,0.68,0.48,1.52,2.45,87,84,2.10,2.03,1.98,1.91
,,,steel.reserve,Veteran,Dog Fighters,Remove Before Flight,Lunar,52.7,783,51,0.669,0.627,32,19,18212,10610,7602,44,30,70,121,36.4%,366.9,213.8,153.2,0.89,0.60,1.41,2.44,357.1,208.0,149.1,0.86,0.59,1.37,2.37,147,94,2.96,1.89,2.88,1.84
,,,baldmanstreamer,Veteran,"Supernova
Slots
Merciless Mob","The Cosmos
Never Lucky
The Syndicate",Lunar,52.5,465,31,0.380,0.419,13,18,10834,6090,4744,27,14,38,79,34.2%,367.5,206.6,160.9,0.92,0.47,1.29,2.68,349.5,196.5,153.0,0.87,0.45,1.23,2.55,64,87,2.17,2.95,2.06,2.81
,,,Smyte.,Veteran,Giraffes,Safari,Lunar,52.4,800,54,0.401,0.426,23,31,18220,10150,8070,35,37,72,120,29.2%,359.3,200.1,159.1,0.69,0.73,1.42,2.37,337.4,188.0,149.4,0.65,0.69,1.33,2.22,112,144,2.21,2.84,2.07,2.67
,,,OmniMurders,Veteran,"Possessed
Banshees
Peppermint","Destined
The Monster Mash
Minty Fresh",Solar,52.3,319,19,0.404,0.474,9,10,6872,4050,2822,13,14,29,60,21.7%,339.8,200.3,139.6,0.64,0.69,1.43,2.97,361.7,213.2,148.5,0.68,0.74,1.53,3.16,43,55,2.13,2.72,2.26,2.89
,,,Clyde,Veteran,Banshees,The Monster Mash,Lunar,52.3,544,37,0.529,0.486,18,19,12234,6920,5314,22,25,52,87,25.3%,354.8,200.7,154.1,0.64,0.72,1.51,2.52,330.6,187.0,143.6,0.59,0.68,1.41,2.35,85,79,2.46,2.29,2.30,2.14
,,,BlitzzyG,Veteran,Silver Dollar,Money Makers,Solar,51.5,644,44,0.605,0.568,25,19,14094,7570,6524,27,27,48,112,24.1%,345.2,185.4,159.8,0.66,0.66,1.18,2.74,320.3,172.0,148.3,0.61,0.61,1.09,2.55,103,78,2.52,1.91,2.34,1.77
,,,luckyy.12,Veteran,Mellow Fellows,Vibe Tribe,Lunar,51.5,875,57,0.391,0.404,23,34,20416,11380,9036,31,35,103,138,22.5%,368.1,205.2,162.9,0.56,0.63,1.86,2.49,358.2,199.6,158.5,0.54,0.61,1.81,2.42,104,139,1.87,2.51,1.82,2.44
,,,NukeTech96,Veteran,Mosaic Maestros,Art Club,Solar,51.3,883,53,0.588,0.604,32,21,19526,11300,8226,50,34,62,150,33.3%,348.8,201.9,147.0,0.89,0.61,1.11,2.68,368.4,213.2,155.2,0.94,0.64,1.17,2.83,153,122,2.73,2.18,2.89,2.30
,,,Catlas,Veteran,Paradox Paloma,5 O'clock Nowhere,Solar,50.6,999,60,0.559,0.600,36,24,22232,12900,9332,42,41,99,170,24.7%,351.1,203.7,147.4,0.66,0.65,1.56,2.68,370.5,215.0,155.5,0.70,0.68,1.65,2.83,153,131,2.42,2.07,2.55,2.18
,,,gcol,Veteran,Kirin,The Shrine,Solar,50.2,876,55,0.543,0.491,27,28,19765,11920,7845,51,34,75,137,37.2%,355.9,214.7,141.3,0.92,0.61,1.35,2.47,359.4,216.7,142.6,0.93,0.62,1.36,2.49,146,131,2.63,2.36,2.65,2.38
,,,SlmRnchr,Veteran,Silver Dollar,Money Makers,Solar,50.0,561,39,0.587,0.641,25,14,12538,7360,5178,35,20,39,91,38.5%,352.6,207.0,145.6,0.98,0.56,1.10,2.56,321.5,188.7,132.8,0.90,0.51,1.00,2.33,95,76,2.67,2.14,2.44,1.95
,,,Makaveli,Veteran,Typhoons,Storm,Solar,50.0,417,29,0.580,0.690,20,9,9525,5270,4255,22,16,33,62,35.5%,360.3,199.4,161.0,0.83,0.61,1.25,2.35,328.4,181.7,146.7,0.76,0.55,1.14,2.14,63,51,2.38,1.93,2.17,1.76
,,,WP_Merciless,Veteran,Rulers,Monarchy,Lunar,49.5,796,50,0.388,0.400,20,30,18561,10590,7971,41,20,82,139,29.5%,367.8,209.9,158.0,0.81,0.40,1.63,2.75,371.2,211.8,159.4,0.82,0.40,1.64,2.78,96,129,1.90,2.56,1.92,2.58
,,,BIGbadBULLMAN13,Veteran,Singularity,Event Horizon,Solar,49.2,653,41,0.601,0.610,25,16,14432,8380,6052,31,24,59,113,27.4%,348.6,202.4,146.2,0.75,0.58,1.43,2.73,352.0,204.4,147.6,0.76,0.59,1.44,2.76,102,78,2.46,1.88,2.49,1.90
,,,ARJ,Veteran,Giraffes,Safari,Lunar,48.9,890,58,0.430,0.431,25,33,19969,11200,8769,46,31,72,145,31.7%,353.9,198.5,155.4,0.82,0.55,1.28,2.57,344.3,193.1,151.2,0.79,0.53,1.24,2.50,130,155,2.30,2.75,2.24,2.67
,,,BigGreenRL,Veteran,Banshees,The Monster Mash,Lunar,48.9,873,60,0.515,0.483,29,31,20633,11060,9573,43,24,84,136,31.6%,372.8,199.9,173.0,0.78,0.43,1.52,2.46,343.9,184.3,159.6,0.72,0.40,1.40,2.27,127,122,2.29,2.20,2.12,2.03
,,,Heyzisthename,Veteran,Gorillas,The Jungle,Solar,47.5,935,58,0.577,0.586,34,24,19272,10930,8342,38,51,63,143,26.6%,325.2,184.4,140.7,0.64,0.86,1.06,2.41,332.3,188.4,143.8,0.66,0.88,1.09,2.47,155,127,2.62,2.14,2.67,2.19
,,,Lickadoss77,Veteran,Water,The Elements,Solar,47.5,951,58,0.597,0.569,33,25,20281,11740,8541,47,41,69,154,30.5%,336.4,194.7,141.7,0.78,0.68,1.14,2.55,349.7,202.4,147.3,0.81,0.71,1.19,2.66,156,121,2.59,2.01,2.69,2.09
,,,The_Wheelman_95,Veteran,Penguins,Flightless Fowl,Solar,47.1,532,33,0.655,0.636,21,12,11929,7030,4899,27,23,49,73,37.0%,353.7,208.5,145.3,0.80,0.68,1.45,2.16,361.5,213.0,148.5,0.82,0.70,1.48,2.21,95,63,2.82,1.87,2.88,1.91
,,,Halibut907,Veteran,Dump Trucks,Road Work Ahead,Lunar,46.7,968,64,0.383,0.328,21,43,23201,12080,11121,39,31,107,128,30.5%,378.1,196.9,181.2,0.64,0.51,1.74,2.09,362.5,188.8,173.8,0.61,0.48,1.67,2.00,120,163,1.96,2.66,1.88,2.55
,,,Zoomin,Veteran,Legati,The Sovereign,Lunar,46.6,697,41,0.521,0.610,25,16,15911,8990,6921,35,29,63,89,39.3%,360.1,203.5,156.6,0.79,0.66,1.43,2.01,388.1,219.3,168.8,0.85,0.71,1.54,2.17,119,113,2.69,2.56,2.90,2.76
,,,Metatonixz,Veteran,Folks,The Pit,Lunar,46.5,949,63,0.582,0.571,36,27,20465,11260,9205,44,36,70,156,28.2%,340.2,187.2,153.0,0.73,0.60,1.16,2.59,324.8,178.7,146.1,0.70,0.57,1.11,2.48,157,127,2.61,2.11,2.49,2.02
,,,FuDaah,Veteran,Typhoons,Storm,Solar,46.3,771,51,0.652,0.667,34,17,16677,9780,6897,38,23,68,143,26.6%,341.2,200.1,141.1,0.78,0.47,1.39,2.93,327.0,191.8,135.2,0.75,0.45,1.33,2.80,123,81,2.52,1.66,2.41,1.59
,,,Shai,Veteran,"Werewolves
Possessed","The Forest
Destined",Solar,46.1,672,42,0.406,0.405,17,25,14821,8810,6011,34,19,65,121,28.1%,347.9,206.8,141.1,0.80,0.45,1.53,2.84,352.9,209.8,143.1,0.81,0.45,1.55,2.88,86,110,2.02,2.58,2.05,2.62
,,,GT-R R34,Veteran,Gorillas,The Jungle,Solar,45.4,230,14,0.500,0.571,8,6,4957,2970,1987,8,12,25,32,25.0%,340.0,203.7,136.3,0.55,0.82,1.71,2.19,354.1,212.1,141.9,0.57,0.86,1.79,2.29,32,32,2.19,2.19,2.29,2.29
,,,Arbartenn,Veteran,Grizzly Bears,The Bear Den,Lunar,44.6,745,46,0.536,0.543,25,21,15263,8780,6483,31,32,56,128,24.2%,323.2,185.9,137.3,0.66,0.68,1.19,2.71,331.8,190.9,140.9,0.67,0.70,1.22,2.78,112,102,2.37,2.16,2.43,2.22
,,,Dirt D Dan,Veteran,Blacksmiths,Dwarf Haven,Solar,43.9,1018,63,0.475,0.460,29,34,21789,11830,9959,45,35,78,168,26.8%,337.6,183.3,154.3,0.70,0.54,1.21,2.60,345.9,187.8,158.1,0.71,0.56,1.24,2.67,149,159,2.31,2.46,2.37,2.52
